Filename;UnifiedQualityScore;BackgroundUniformity;IlluminationUniformity;LuminanceMean;LuminanceVariance;UnderExposurePrevention;OverExposurePrevention;DynamicRange;Sharpness;CompressionArtifacts;NaturalColour;SingleFacePresent;EyesOpen;MouthClosed;EyesVisible;MouthOcclusionPrevention;FaceOcclusionPrevention;InterEyeDistance;HeadSize;LeftwardCropOfTheFaceImage;RightwardCropOfTheFaceImage;DownwardCropOfTheFaceImage;UpwardCropOfTheFaceImage;HeadPoseYaw;HeadPosePitch;HeadPoseRoll;ExpressionNeutrality;NoHeadCoverings;UnifiedQualityScore.scalar;BackgroundUniformity.scalar;IlluminationUniformity.scalar;LuminanceMean.scalar;LuminanceVariance.scalar;UnderExposurePrevention.scalar;OverExposurePrevention.scalar;DynamicRange.scalar;Sharpness.scalar;CompressionArtifacts.scalar;NaturalColour.scalar;SingleFacePresent.scalar;EyesOpen.scalar;MouthClosed.scalar;EyesVisible.scalar;MouthOcclusionPrevention.scalar;FaceOcclusionPrevention.scalar;InterEyeDistance.scalar;HeadSize.scalar;LeftwardCropOfTheFaceImage.scalar;RightwardCropOfTheFaceImage.scalar;DownwardCropOfTheFaceImage.scalar;UpwardCropOfTheFaceImage.scalar;HeadPoseYaw.scalar;HeadPosePitch.scalar;HeadPoseRoll.scalar;ExpressionNeutrality.scalar;NoHeadCoverings.scalar;Unnamed: 57
Indian_360_0.png;22.621649;367.647262;0.457999;0.124467;0.003461;0.383321;0.0;5.881217;39;0.928691;3.163599;0.0;0.099872;0.006536;0.0;0.0;0.00221;100.000701;0.510011;1.99;2.01;0.934621;1.026122;-0.214583;-11.634158;-0.737629;10261.576172;0.0;46;5;79;18;51;100.0;100.0;74;99;100;84;100;100;96;100;100;100;82;46;100;100;1;0;100;96;100;95;100;
Indian_363_24.png;20.844473;78.600042;0.338934;0.210482;0.007981;0.109205;0.0;6.441294;-15;0.844874;0.0;0.0;0.108242;0.157385;0.0;0.0;0.007188;107.586625;0.510068;1.969389;1.940285;0.973726;0.986796;16.646634;-2.476745;-0.700198;-11493.558594;0.096824;30;64;72;55;85;100.0;100.0;81;53;100;100;100;100;67;100;100;99;87;46;100;100;1;0;92;100;100;21;0;
Indian_364_0.png;21.54855;311.181265;0.422857;0.333964;0.019732;0.053607;0.0;7.074922;1;0.951538;0.0;0.0;0.080759;0.146123;0.0;0.0;0.018621;102.28121;0.525169;1.949123;2.049078;0.971115;0.933033;-12.003044;4.201603;-0.283533;-14299.674805;0.0;36;9;77;94;99;100.0;100.0;88;78;100;100;100;100;71;100;100;98;83;36;100;100;1;0;96;99;100;13;100;
Indian_36_2.png;26.258596;90.169061;0.579592;0.414519;0.072747;0.109725;0.006005;7.850413;41;0.98665;0.0;0.0;0.083041;0.006022;0.0;0.0;0.028887;103.419704;0.553537;1.970502;1.941382;0.861129;0.945436;5.042697;-8.943481;0.021344;974.269592;0.0;78;59;85;99;55;100.0;62.0;98;99;100;100;100;100;96;100;100;97;84;22;100;100;0;0;99;98;100;77;100;
Indian_36_35.png;22.418833;163.864517;0.552768;0.31548;0.025796;0.082834;0.0;7.312693;34;0.966486;0.0;0.0;0.058997;0.0;0.0;0.0;0.00062;96.163352;0.521691;2.052518;2.105147;0.907307;1.009538;-8.901037;-12.256312;1.285895;-10914.135742;0.168941;44;34;84;91;94;100.0;100.0;91;98;100;100;100;98;97;100;100;100;79;39;100;100;1;0;98;95;100;23;0;
Indian_36_40.png;22.506306;443.359814;0.546122;0.222905;0.016231;0.18086;0.0;6.929324;43;0.984434;0.747194;0.0;0.097558;0.120327;0.0;0.010797;0.087811;96.121091;0.501711;2.08322;2.041556;1.009878;0.983302;2.813723;-15.482122;0.72966;-13630.746094;0.069375;45;2;83;61;100;100.0;100.0;87;99;100;96;100;100;79;100;99;91;79;52;100;100;2;0;100;93;100;15;0;
Indian_36_5.png;25.141634;139.787955;0.520062;0.265547;0.014062;0.089497;0.0;6.807702;40;0.922032;6.435256;0.0;0.083053;0.006192;0.0;0.0;0.02174;101.042305;0.538357;1.990001;1.980101;0.903986;0.953519;-1.558006;-7.809271;0.128931;-13320.045898;0.171263;70;41;82;79;99;100.0;100.0;85;99;100;69;100;100;96;100;100;98;83;29;100;100;1;0;100;98;100;16;0;
Indian_370_2.png;24.784992;142.941134;0.651429;0.132402;0.006662;0.420353;0.0;6.22479;43;0.86864;9.0649;0.0;0.10081;0.014328;0.0;0.0;0.014414;96.180024;0.520216;2.096774;2.129032;0.922693;0.999584;-14.774553;-15.223559;3.233028;11581.398438;0.0;67;40;88;21;78;100.0;100.0;78;99;100;58;100;100;96;100;100;99;79;39;100;100;1;0;93;93;100;96;100;
Indian_374_0.png;23.174685;141.8429;0.324074;0.153626;0.008671;0.341496;0.0;6.458266;48;0.969987;3.027756;0.0;0.121855;0.00615;0.0;0.0;0.009163;107.248036;0.542036;1.895467;1.933188;0.854802;0.990095;-8.599057;-20.852216;-0.10297;625.720093;0.0;52;40;71;28;88;100.0;100.0;81;100;100;85;100;100;96;100;100;99;87;27;100;100;0;0;98;87;100;75;100;
Indian_375_0.png;24.211468;25.841644;0.225779;0.139743;0.009182;0.408446;0.0;6.417416;43;0.976635;3.019259;0.0;0.10713;0.05214;0.0;0.0;0.024281;100.871684;0.527183;2.072592;2.115107;0.897853;0.99902;-21.137089;-8.580552;4.389838;11578.541992;0.0;61;87;64;23;90;100.0;100.0;80;99;100;85;100;100;92;100;100;98;82;35;100;100;1;0;87;98;99;96;100;
Indian_37_0.png;22.106245;57.384361;0.488678;0.244653;0.02113;0.195445;0.0;7.139316;-41;0.9059;0.257693;0.0;0.111377;0.0;0.0;0.038819;0.067075;103.472011;0.500336;1.961165;1.951456;0.999328;0.999328;5.474792;-12.223924;0.544166;-14086.505859;0.0;41;73;81;71;98;100.0;100.0;89;9;100;99;100;100;97;100;96;93;84;54;100;100;2;0;99;96;100;14;100;
Indian_380_2.png;21.942381;69.966661;0.34068;0.206753;0.029804;0.337382;0.0;7.014428;-26;0.880733;0.0;0.0;0.15619;0.087932;0.0;0.0;0.045969;102.832225;0.515606;2.098774;2.19767;0.943872;0.995591;-27.749705;-12.25048;4.490186;-8308.483398;0.0;40;67;72;53;90;100.0;100.0;88;32;100;100;100;100;87;100;100;95;84;42;100;100;1;0;78;95;99;34;100;
Indian_385_38.png;24.996677;24.888792;0.168945;0.338097;0.019593;0.049403;0.0;7.066365;-34;0.9232;0.0;0.0;0.104699;0.071031;0.018382;0.0;0.038215;102.688992;0.518333;2.280413;2.121578;0.919614;1.009646;30.869444;0.067174;-2.506393;-2207.651367;0.0;68;88;59;94;99;100.0;100.0;88;18;100;100;100;100;90;98;100;96;84;41;100;100;1;0;74;100;100;64;100;
Indian_385_56.png;26.126259;220.083949;0.468364;0.312262;0.018497;0.074955;0.0;6.997704;-36;0.919072;0.0;0.0;0.07853;0.055709;0.0;0.0;0.047826;104.05253;0.541831;1.942218;1.942218;0.885885;0.959709;-1.735361;1.230993;-0.225068;6186.410645;0.0;77;21;80;90;100;100.0;100.0;87;15;100;100;100;100;92;100;100;95;85;27;100;100;1;0;100;100;100;90;100;
Indian_385_86.png;24.975897;115.923668;0.624543;0.345267;0.022734;0.045745;0.0;7.183365;-38;0.904784;0.861296;0.0;0.051538;0.108569;0.0;0.0;0.027572;106.056996;0.553494;1.90566;1.924528;0.861196;0.945509;1.878493;-16.945281;0.411634;-16546.224609;0.024069;68;49;87;95;97;100.0;100.0;90;13;100;96;100;96;82;100;100;97;86;22;100;100;0;0;100;92;100;9;0;
Indian_387_0.png;23.354218;185.744896;0.013117;0.09586;0.005382;0.579228;0.0;5.800383;38;0.941893;0.0;0.0;0.109089;0.00641;0.096049;0.0;0.05782;99.165171;0.520003;1.988277;2.038741;0.929482;0.993585;-2.364005;-11.279293;1.178848;15088.391602;0.0;53;28;27;11;69;100.0;100.0;73;99;100;100;100;100;96;90;100;94;81;40;100;100;1;0;100;96;100;98;100;
Indian_388_1.png;22.243673;307.436957;0.056094;0.206835;0.020001;0.280607;0.0;6.894574;23;0.950252;0.0;0.0;0.109195;0.006732;0.0;0.0;0.139841;110.623714;0.49518;1.899921;1.827197;0.98954;1.029929;6.064858;3.220105;0.476222;7528.006836;0.0;43;9;42;53;99;100.0;100.0;86;95;100;100;100;100;96;100;100;86;88;58;100;100;2;0;99;100;100;92;100;
Indian_388_2.png;22.995441;279.495537;0.0;0.167047;0.012967;0.340948;0.0;6.643796;-6;0.930687;0.0;0.0;0.099875;0.0;0.0;0.0;0.03387;107.468364;0.530066;1.896865;1.906209;0.924414;0.962145;-5.243216;-2.435911;-0.171933;-2048.274414;0.0;50;12;0;34;98;100.0;100.0;83;69;100;100;100;100;97;100;100;97;87;34;100;100;1;0;99;100;100;64;100;
